tradingsymbol,name,exchange,instrument_token,exchange_token
ALPHAGEO-BE,ALPHAGEO (INDIA),NSE,3737857,14601
WEBELSOLAR-BE,WEBSOL ENERGY SYSTEM,NSE,3739137,14606
TGBHOTELS,TGB BANQUETS&HOTELS,NSE,3739393,14607
QFIL-SM,QUALITY FOILS (INDIA),NSE,3740929,14613
SIMBHALS-BE,SIMBHAOLI SUGARS,NSE,3741697,14616
CHEMBOND,CHEMBOND CHEMICALS,NSE,3742209,14618
HILTON,HILTON METAL FORGING,NSE,3744513,14627
FSC-BZ,FUTURE SUPP CHAIN SOL,NSE,3744769,14628
SANCO-BZ,SANCO INDUSTRIES,NSE,3745281,14630
735GJ26-SG,SDL GJ 7.35% 2026,NSE,3746305,14634
766HR29-SG,SDL HR 7.66% 2029,NSE,3746561,14635
77AP30A-SG,SDL AP 7.7% 2030,NSE,3746817,14636
772HP31-SG,SDL HP 7.72% 2031,NSE,3747073,14637
772HR32-SG,SDL HR 7.72% 2032,NSE,3747329,14638
772MH32-SG,SDL MH 7.72% 2032,NSE,3747585,14639
773AP32-SG,SDL AP 7.73% 2032,NSE,3747841,14640
776HP33-SG,SDL HP 7.76% 2033,NSE,3748097,14641
777RJ33-SG,SDL RJ 7.77% 2033,NSE,3748353,14642
772GJ34-SG,SDL GJ 7.72% 2034,NSE,3748609,14643
773MH34-SG,SDL MH 7.73% 2034,NSE,3749121,14645
778TS34-SG,SDL TS 7.78% 2034,NSE,3749633,14647
778UP35-SG,SDL UP 7.78% 2035,NSE,3750145,14649
779JK35-SG,SDL JK 7.79% 2035,NSE,3750401,14650
778UP36-SG,SDL UP 7.78% 2036,NSE,3750657,14651
773GJ36-SG,SDL GJ 7.73% 2036,NSE,3750913,14652
774PN39-SG,SDL PN 7.74% 2039,NSE,3751169,14653
774RJ40-SG,SDL RJ 7.74% 2040,NSE,3751425,14654
774WB41-SG,SDL WB 7.74% 2041,NSE,3751681,14655
774MP43-SG,SDL MP 7.74% 2043,NSE,3751937,14656
INSECTICID,INSECTICIDES (I),NSE,3752193,14657
774WB43-SG,SDL WB 7.74% 2043,NSE,3752449,14658
774TS48-SG,SDL TS 7.74% 2048,NSE,3752961,14660
774RJ49-SG,SDL RJ 7.74% 2049,NSE,3753729,14663
KMSUGAR-BE,K M SUGAR MILLS,NSE,3755777,14671
NAVINFLUOR,NAVIN FLUORINE INT.,NSE,3756033,14672
96SCL25-AA,,NSE,3756289,14673
965SCFL25-AB,,NSE,3757569,14678
GUJAPOLLO-BE,GUJ. APOLLO IND.,NSE,3758337,14681
925SFCL25-AC,,NSE,3758849,14683
GOACARBON,GOA CARBON,NSE,3759873,14687
925SCFL25-AD,,NSE,3760129,14688
965SCL25-AG,,NSE,3761153,14692
990SCFL26-AJ,,NSE,3762177,14696
965SCL28-AK,,NSE,3764225,14704
NAGREEKEXP-BE,NAGREEKA EXPORTS,NSE,3764481,14705
TIMETECHNO,TIME TECHNOPLAST,NSE,3764993,14707
1015SCL28A-AL,,NSE,3765761,14710
HGS,HINDUJA GLOBAL SOLS.,NSE,3766273,14712
925SCL28-AM,,NSE,3766785,14714
971SCL28-AN,,NSE,3767809,14718
990SCL26D-AH,,NSE,3768321,14720
948SCL26D-AI,,NSE,3768577,14721
NIRMAN-ST,NIRMAN AGRI GENTICS,NSE,3769601,14725
DLF,DLF,NSE,3771393,14732
TECILCHEM-BE,TECIL CHEMICALS,NSE,3773185,14739
AXSENSEX,AXISAMC - AXSENSEX,NSE,3773953,14742
ADVANIHOTR,ADVANI HOT.& RES.(I),NSE,3774721,14745
NELCAST,NELCAST,NSE,3778817,14761
V2RETAIL-BE,V2 RETAIL,NSE,3781121,14770
TARMAT-BE,TARMAT,NSE,3782401,14775
LOWVOL,MIRAEAMC - MANV30F,NSE,3785217,14786
SPARC,SUN PHARMA ADV.RES.CO.LTD,NSE,3785729,14788
MEGASOFT,MEGASOFT,NSE,3787009,14793
IRBIT-IV,IRB INFRASTRUCTURE TRUST,NSE,3790337,14806
749GJ28-SG,SDL GJ 7.49% 2028,NSE,3791873,14812
ADSL,ALLIED DIGITAL SERV.,NSE,3792129,14813
774HR31-SG,SDL HR 7.74% 2031,NSE,3792385,14814
775CG31-SG,SDL CG 7.75% 2031,NSE,3792897,14816
775HP32-SG,SDL HP 7.75% 2032,NSE,3793409,14818
773MH32-SG,SDL MH 7.73% 2032,NSE,3793665,14819
776UK33-SG,SDL UK 7.76% 2033,NSE,3793921,14820
775NL33-SG,SDL NL 7.75% 2033,NSE,3794177,14821
775SK33-SG,SDL SK 7.75% 2033,NSE,3794433,14822
778RJ33-SG,SDL RJ 7.78% 2033,NSE,3794945,14824
777HR33-SG,SDL HR 7.77% 2033,NSE,3795201,14825
WSI,W.S.INDUSTRIES (I),NSE,3795969,14828
779UP33-SG,SDL UP 7.79% 2033,NSE,3796225,14829
781UP34A-SG,SDL UP 7.81% 2034,NSE,3796481,14830
78JK35-SG,SDL JK 7.8% 2035,NSE,3797505,14834
797PN38-SG,SDL PN 7.97% 2038,NSE,3798017,14836
DECCANCE,DECCAN CEMENTS,NSE,3798529,14838
779HP38-SG,SDL HP 7.79% 2038,NSE,3798785,14839
783KL39-SG,SDL KL 7.83% 2039,NSE,3799041,14840
789WB40-SG,SDL WB 7.89% 2040,NSE,3800065,14844
784RJ41-SG,SDL RJ 7.84% 2041,NSE,3800321,14845
VIPCLOTHNG-BE,VIP CLOTHING,NSE,3800833,14847
ALPA,ALPA LABORATORIES,NSE,3801089,14848
785WB42-SG,SDL WB 7.85% 2042,NSE,3801345,14849
777MP47-SG,SDL MP 7.77% 2047,NSE,3801601,14850
783RJ50-SG,SDL RJ 7.83% 2050,NSE,3802625,14854
776KL51-SG,SDL KL 7.76% 2051,NSE,3802881,14855
OMAXE-BE,OMAXE,NSE,3803393,14857
GOLD1,KOTAK GOLD ETF,NSE,3803649,14858
776TN53-SG,SDL TN 7.76% 2053,NSE,3804161,14860
776KL58-SG,SDL KL 7.76% 2058,NSE,3804417,14861
FLFL-BZ,FUT LIFESTYLE FASH,NSE,3806209,14868
SHAREINDIA-W1,SHARE IND. SECURITIES,NSE,3806465,14869
USK-BE,UDAYSHIVAKUMAR INFRA,NSE,3807233,14872
ASIANTILES,ASIAN GRANITO IND.,NSE,3811585,14889
AKI,AKI INDIA,NSE,3811841,14890
CENTRALBK,CENTRAL BANK OF INDIA,NSE,3812865,14894
SAHYADRI,SAHYADRI INDUSTRIES,NSE,3814401,14900
ELECTHERM-BE,ELECTROTHERM (I),NSE,3814913,14902
KDDL,KDDL,NSE,3816449,14908
KPRMILL,KPR MILL,NSE,3817473,14912
TAKE,TAKE SOLUTIONS,NSE,3818753,14917
LAL,LORENZINI APPARELS,NSE,3820545,14924
PURVA-BE,PURAVANKARA,NSE,3821057,14926
CIEINDIA,CIE AUTOMOTIVE INDIA,NSE,3823873,14937
GSEC10YEAR,MIRAEAMC - MAGS813ETF,NSE,3824129,14938
NAGREEKCAP-BE,NAGREEKA CAP & INFR.LTD,NSE,3825409,14943
MOTILALOFS,MOTILAL OSWAL FIN,NSE,3826433,14947
76AP29-SG,SDL AP 7.6% 2029,NSE,3828225,14954
INDOWIND-BE,INDOWIND ENERGY,NSE,3828737,14956
MAGNUM,MAGNUM VENTURES,NSE,3828993,14957
77AP32-SG,SDL AP 7.7% 2032,NSE,3829249,14958
771AP33A-SG,SDL AP 7.71% 2033,NSE,3829505,14959
CSBBANK,CSB BANK,NSE,3831297,14966
706GS2028-GS,GOI LOAN  7.06% 2028,NSE,3832321,14970
710GR2028-GS,GOI LOAN  7.10% 2028,NSE,3832577,14971
KSCL,KAVERI SEED CO.,NSE,3832833,14972
729GR2033-GS,GOI LOAN  7.29% 2033,NSE,3833089,14973
POWERGRID,POWER GRID CORP.,NSE,3834113,14977
CENTUM,CENTUM ELECTRONICS,NSE,3835393,14982
SOTAC-ST,SOTAC PHARMACEUTICALS,NSE,3841025,15004
MANGCHEFER,MANG.CHEM.FERT.LTD,NSE,3841793,15007
736MH28-SG,SDL MH 7.36% 2028,NSE,3842305,15009
749MH30-SG,SDL MH 7.49% 2030,NSE,3843841,15015
758AS33-SG,SDL AS 7.58% 2033,NSE,3844097,15016
MAANALU,MAAN ALUMINIUM,NSE,3844353,15017
759PN33-SG,SDL PN 7.59% 2033,NSE,3844865,15019
758NL33-SG,SDL NL 7.58% 2033,NSE,3845377,15021
ASCOM-ST,ASCOM LEASIN & INVEST,NSE,3847681,15030
PSUBNKBEES,NIP IND ETF PSU BANK BEES,NSE,3848193,15032
BAJAJELEC,BAJAJ ELECT.LTD,NSE,3848705,15034
INFINIUM-SM,INFINIUM PHARMACHEM,NSE,3849217,15036
CERA,CERA SANITARYWARE,NSE,3849985,15039
DELTACORP,DELTA CORP,NSE,3851265,15044
699GS2026-GS,GOI LOAN  6.99% 2026,NSE,3851777,15046
717GS2030-GS,GOI LOAN  7.17% 2030,NSE,3852801,15050
MOS-SM,MOS UTILITY,NSE,3853057,15051
ENERGYDEV-BE,ENERGY DEVE. CO.LTD,NSE,3853569,15053
AVALON,AVALON TECHNOLOGIES,NSE,3854849,15058
PSUBANK,KOTAK PSU BANK,NSE,3855617,15061
BLAL,BEML LAND ASSETS,NSE,3857153,15067
RELIGARE,RELIGARE ENTER.,NSE,3857409,15068
BVCL,BARAK VALLEY CEM.,NSE,3858689,15073
CUBEINVIT-IV,CUBE HIGHWAYS TRUST,NSE,3859969,15078
RADIOCITY-P1,MUSIC BROADCAST,NSE,3860993,15082
ADANIPORTS,ADANI PORT & SEZ,NSE,3861249,15083
SILVERETF,UTIAMC - SILVERETF,NSE,3861761,15085
756RJ33-SG,SDL RJ 7.56% 2033,NSE,3864321,15095
75HR30-SG,SDL HR 7.5% 2030,NSE,3865089,15098
762PN38-SG,SDL PN 7.62% 2038,NSE,3865601,15100
761RJ43-SG,SDL RJ 7.61% 2043,NSE,3866881,15105
761TS44-SG,SDL TS 7.61% 2044,NSE,3867137,15106
759RJ48-SG,SDL RJ 7.59% 2048,NSE,3867905,15109
704IRFC26-NL,,NSE,3868161,15110
735IRFC31-NM,,NSE,3868673,15112
EDELWEISS,EDELWEISS FIN SERV,NSE,3870465,15119
SVLL,SHREE VASU LOGISTICS,NSE,3870977,15121
KOLTEPATIL,KOLTE PATIL DEV.,NSE,3871745,15124
RGL,RENAISSANCE GLOBAL,NSE,3873025,15129
729IRFC26-NN,,NSE,3874305,15134
PATTECH-SM,PATTECH FITWELL TUB COM L,NSE,3875073,15137
KAUSHALYA-BE,KAUSHALYA INFRA DEV,NSE,3875841,15140
COLPAL,COLGATE PALMOLIVE,NSE,3876097,15141
JYOTHYLAB,JYOTHY LABS,NSE,3877377,15146
AGUL-SM,A G UNIVERSAL,NSE,3877633,15147
MADHAV,MADHAV MARBLE & GRANITE,NSE,3878657,15151
KALYANIFRG-BE,KALYANI FORGE,NSE,3880961,15160
HITECHCORP,HITECH CORPORATION,NSE,3881217,15161
RHL-BE,ROBUST HOTELS,NSE,3881473,15162
764IRFC31-NO,,NSE,3883009,15168
TARIL-BE,TRANS & RECTI.,NSE,3885569,15178
ECLERX,ECLERX SERVICES,NSE,3885825,15179
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,NSE,3886081,15180
BRIGADE,BRIGADE ENTER.,NSE,3887105,15184
BGRENERGY-BE,BGR ENERGY SYSTEMS,NSE,3889409,15193
BURNPUR-BE,BURNPUR CEMENT,NSE,3890689,15198
MANAKSIA,MANAKSIA,NSE,3890945,15199
ARIES,ARIES AGRO,NSE,3892225,15204
925ICCL25I-NP,,NSE,3892481,15205
PPAP,PPAP AUTOMOTIVE,NSE,3893505,15209
965ICCL25I-NQ,,NSE,3893761,15210
DVL,DHUNSERI VENTURES,NSE,3894785,15214
888IHFL25C-NR,,NSE,3895041,15215
PATINTLOG,PATEL INT. LOG.,NSE,3896065,15219
ICCL25-NS,,NSE,3896321,15220
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,NSE,3898369,15228
LICNFNHGP,LICNAMC - LICNFNHGP,NSE,3898625,15229
1025ICCL26-NT,,NSE,3899137,15231
AMBIKCO,AMBIKA COTTON MILL,NSE,3899905,15234
98ICCL26-NU,,NSE,3900161,15235
1050ICCL28-NV,,NSE,3901441,15240
BIRLAMONEY-BE,ADITYA BIRLA MONEY,NSE,3902209,15243
957ICCL28-NW,,NSE,3902721,15245
KAVVERITEL-BE,KAVVERI TEL.,NSE,3903489,15248
1003ICCL28-NX,,NSE,3903745,15249
866ICCL23A-NY,,NSE,3904257,15251
890ICCL23A-NZ,,NSE,3904769,15253
CEATLTD,CEAT,NSE,3905025,15254
739HR29-SG,SDL HR 7.39% 2029,NSE,3905537,15256
RPOWER,RELIANCE POWER,NSE,3906305,15259
738GJ30-SG,SDL GJ 7.38% 2030,NSE,3906561,15260
741AP30-SG,SDL AP 7.41% 2030,NSE,3907073,15262
743AP31-SG,SDL AP 7.43% 2031,NSE,3907585,15264
743TS33-SG,SDL TS 7.43% 2033,NSE,3907841,15265
JKIL,JKUMAR INFR.LTD.,NSE,3908097,15266
747AP37-SG,SDL AP 7.47% 2037,NSE,3908353,15267
CORDSCABLE-BE,CORDS CABLE INDUS,NSE,3910401,15275
ONMOBILE,ONMOBILE GLOBAL,NSE,3911169,15278
KNRCON,KNR CONSTRU,NSE,3912449,15283
QUICKTOUCH-SM,QUICKTOUCH TECHNOLOGIES L,NSE,3912961,15285
HERCULES,HERCULES HOI.,NSE,3913729,15288
VIRINCHI,VIRINCHI,NSE,3915521,15295
BANG,BANG OVERSEAS,NSE,3917569,15303
SEPC,SEPC,NSE,3918849,15308
745RJ33-SG,SDL RJ 7.45% 2033,NSE,3919105,15309
744TN33-SG,SDL TN 7.44% 2033,NSE,3919361,15310
IRB,IRB INFRA DEV,NSE,3920129,15313
745UP33-SG,SDL UP 7.45% 2033,NSE,3920385,15314
749MN35-SG,SDL MN 7.49% 2035,NSE,3920641,15315
747PN43-SG,SDL PN 7.47% 2043,NSE,3921665,15319
747WB43-SG,SDL WB 7.47% 2043,NSE,3921921,15320
746WB46-SG,SDL WB 7.46% 2046,NSE,3922689,15323
746KL48-SG,SDL KL 7.46% 2048,NSE,3922945,15324
QGOLDHALF,QUANTUM GOLD FUND,NSE,3924481,15330
NMDC,NMDC,NSE,3924993,15332
746TS48A-SG,SDL TS 7.46% 2048,NSE,3925249,15333
RAIN,RAIN INDUSTRIES,NSE,3926273,15337
SHALPAINTS,SHALIM PAINTS,NSE,3927553,15342
SADHNANIQ,SADHANA NITROCHEM,NSE,3927809,15343
GSS-BE,GSS INFOTECH,NSE,3929857,15351
RECLTD,REC,NSE,3930881,15355
GOLDETFADD,DSPAMC - DSPGOLDETF,NSE,3931137,15356
NAHARCAP,NAHAR CAP & FIN.,NSE,3932161,15360
VGUARD,V-GUARD IND,NSE,3932673,15362
9ICCL23A-N0,,NSE,3933185,15364
CIFCZC25A-N1,,NSE,3934209,15368
830CIFC26-N2,,NSE,3934721,15370
CIFCZC26A-N3,,NSE,3935233,15372
840CIFCL28-N4,,NSE,3935745,15374
CIFCZC28A-N5,,NSE,3936257,15376
PDMJEPAPER,PUDUMJEE PAPER PRO.,NSE,3936513,15377
MANKIND,MANKIND PHARMA,NSE,3937281,15380
DHANI,DHANI SERVICES,NSE,3938305,15384
RACE,RACE ECO CHAIN,NSE,3940097,15391
EIHAHOTELS,EIH ASSOCIATED HOTELS,NSE,3942145,15399
ATAM,ATAM VALVES,NSE,3943425,15404
NESCO,NESCO,NSE,3944705,15409
TITAGARH,TITAGARH RAIL SYSTEMS,NSE,3945985,15414
DPSCLTD,DPSC,NSE,3947265,15419
ACL,ANDHRA CEMENTS,NSE,3947521,15420
SGBDC27VII-GB,2.50%GOLDBONDS2027SR-VII,NSE,3950593,15432
DENEERS-SM,DE NEERS TOOLS,NSE,3954945,15449
734AP29-SG,SDL AP 7.34% 2029,NSE,3961601,15475
74AP31-SG,SDL AP 7.4% 2031,NSE,3962113,15477
739HR31-SG,SDL HR 7.39% 2031,NSE,3968001,15500
739TN33-SG,SDL TN 7.39% 2033,NSE,3968769,15503
74AS33-SG,SDL AS 7.4% 2033,NSE,3970049,15508
739AP33-SG,SDL AP 7.39% 2033,NSE,3974657,15526
HCG,HEALTHCARE GLOB. ENT.,NSE,3982081,15555
738AP40-SG,SDL AP 7.38% 2040,NSE,3986433,15572
737AP43-SG,SDL AP 7.37% 2043,NSE,3987969,15578
AVG,AVG LOGISTICS,NSE,3990785,15589
ATALREAL-BE,ATAL REALTECH,NSE,4007169,15653
PIGL-BE,POWER INSTRUMENT (G),NSE,4026881,15730
727GJ31-SG,SDL GJ 7.27% 2031,NSE,4030465,15744
733TN33-SG,SDL TN 7.33% 2033,NSE,4031745,15749
737AS33-SG,SDL AS 7.37% 2033,NSE,4032001,15750
735AP39-SG,SDL AP 7.35% 2039,NSE,4034305,15759
732AP43-SG,SDL AP 7.32% 2043,NSE,4039681,15780
732TS48-SG,SDL TS 7.32% 2048,NSE,4040449,15783
NXST-RR,NEXUS SELECT TRUST,NSE,4048641,15815
LATTEYS-BE,LATTEYS INDUSTRIES,NSE,4057089,15848
AUROIMPEX-SM,AURO IMPEX & CHEMICALS L,NSE,4062465,15869
HINDWAREAP,HINDWARE HME INOVATON,NSE,4066049,15883
716HR27-SG,SDL HR 7.16% 2027,NSE,4087297,15966
72MH28-SG,SDL MH 7.2% 2028,NSE,4088577,15971
726MH30-SG,SDL MH 7.26% 2030,NSE,4089089,15973
734AS33-SG,SDL AS 7.34% 2033,NSE,4100865,16019
732TN33-SG,SDL TN 7.32% 2033,NSE,4103425,16029
733NL33-SG,SDL NL 7.33% 2033,NSE,4104961,16035
PRINCEPIPE,PRINCE PIPES FITTINGS,NSE,4107521,16045
733UP33-SG,SDL UP 7.33% 2033,NSE,4108545,16049
734RJ33-SG,SDL RJ 7.34% 2033,NSE,4111873,16062
735HR33-SG,SDL HR 7.35% 2033,NSE,4112385,16064
736AP34-SG,SDL AP 7.36% 2034,NSE,4112897,16066
737JK35-SG,SDL JK 7.37% 2035,NSE,4113665,16069
73AP38-SG,SDL AP 7.3% 2038,NSE,4114177,16071
729KL49-SG,SDL KL 7.29% 2049,NSE,4119553,16092
BHARATWIRE,BHARAT WIRE ROPES,NSE,4127489,16123
KRISHCA-ST,KRISHCA STRAPPING SLTN L,NSE,4133633,16147
REMUS-SM,REMUS PHARMACEUTICALS L,NSE,4135425,16154
PAVNAIND,PAVNA INDUSTRIES,NSE,4145153,16192
729HR29-SG,SDL HR 7.29% 2029,NSE,4152321,16220
733MH31-SG,SDL MH 7.33% 2031,NSE,4153345,16224
732MH32-SG,SDL MH 7.32% 2032,NSE,4154113,16227
736MP33-SG,SDL MP 7.36% 2033,NSE,4154625,16229
737NL33-SG,SDL NL 7.37% 2033,NSE,4156161,16235
737SK33-SG,SDL SK 7.37% 2033,NSE,4157185,16239
738AP35-SG,SDL AP 7.38% 2035,NSE,4158465,16244
INFIBEAM,INFIBEAM AVENUES,NSE,4159745,16249
739MN35-SG,SDL MN 7.39% 2035,NSE,4160001,16250
EBBETF0430,EDELAMC - EBBETF0430,NSE,4160769,16253
743MZ36-SG,SDL MZ 7.43% 2036,NSE,4162817,16261
743MZ37-SG,SDL MZ 7.43% 2037,NSE,4164609,16268
732TN53-SG,SDL TN 7.32% 2053,NSE,4166145,16274
736ML32-SG,SDL ML 7.36% 2032,NSE,4169985,16289
737AP33-SG,SDL AP 7.37% 2033,NSE,4170241,16290
736RJ33-SG,SDL RJ 7.36% 2033,NSE,4184577,16346
PANACHE-BE,PANACHE DIGILIFE,NSE,4186881,16355
736HR33-SG,SDL HR 7.36% 2033,NSE,4189185,16364
737PN38-SG,SDL PN 7.37% 2038,NSE,4189953,16367
735RJ43-SG,SDL RJ 7.35% 2043,NSE,4191745,16374
736WB43-SG,SDL WB 7.36% 2043,NSE,4193025,16379
MMP,MMP INDUSTRIES,NSE,4197121,16395
732TS49-SG,SDL TS 7.32% 2049,NSE,4197633,16397
732KL53-SG,SDL KL 7.32% 2053,NSE,4197889,16398
CRAYONS-SM,CRAYONS ADVERTISING,NSE,4203265,16419
DENTALKART-SM,VASA DENTICITY,NSE,4212225,16454
PROV-SM,PROVENTUS AGROCOM,NSE,4219649,16483
VAISHALI,VAISHALI PHARMA,NSE,4246785,16589
INFOLLION-ST,INFOLLION RESEARCH SER L,NSE,4256001,16625
726HP29-SG,SDL HP 7.26% 2029,NSE,4259329,16638
KIRIINDUS,KIRI INDUSTRIES,NSE,4259585,16639
729CG30-SG,SDL CG 7.29% 2030,NSE,4259841,16640
729HP31-SG,SDL HP 7.29% 2031,NSE,4260097,16641
734AS33A-SG,SDL AS 7.34% 2033,NSE,4261121,16645
734RJ33A-SG,SDL RJ 7.34% 2033,NSE,4261377,16646
733AP33-SG,SDL AP 7.33% 2033,NSE,4261633,16647
732HR33-SG,SDL HR 7.32% 2033,NSE,4261889,16648
736AP37-SG,SDL AP 7.36% 2037,NSE,4262145,16649
737JK38-SG,SDL JK 7.37% 2038,NSE,4262401,16650
718GJ28-SG,SDL GJ 7.18% 2028,NSE,4262657,16651
739TS39-SG,SDL TS 7.39% 2039,NSE,4262913,16652
733AP42-SG,SDL AP 7.33% 2042,NSE,4263169,16653
733AP43-SG,SDL AP 7.33% 2043,NSE,4263425,16654
729KL51-SG,SDL KL 7.29% 2051,NSE,4263681,16655
729TN53-SG,SDL TN 7.29% 2053,NSE,4263937,16656
SIGMA,SIGMA SOLVE,NSE,4264449,16658
ANIKINDS-BE,ANIK INDUSTRIES,NSE,4265217,16661
BAJAJ-AUTO,BAJAJ AUTO,NSE,4267265,16669
BAJAJFINSV,BAJAJ FINSERV,NSE,4268801,16675
DIGISPICE-BE,DIGISPICE TECHNOLOGIES LT,NSE,4271873,16687
PTCIL-BE,PTC INDUSTRIES,NSE,4272641,16690
GHCLTEXTIL,GHCL TEXTILES,NSE,4274177,16696
GOKUL,GOKUL REFOILS & SOLV,NSE,4276481,16705
SAHANA-SM,SAHANA SYSTEM,NSE,4278017,16711
UBL,UNITED BREWERIES,NSE,4278529,16713
ALMONDZ-BE,ALMONDZ GLOBAL SEC,NSE,4281089,16723
RPGLIFE,RPG LIFE SCIENCES,NSE,4281601,16725
725GS2063-GS,GOI LOAN  7.25% 2063,NSE,4283649,16733
MKPL-BE,M K PROTEINS,NSE,4284929,16738
RBL,RANE BRAKE LINING,NSE,4286721,16745
RANEENGINE-BE,RANE ENG VALVE,NSE,4289281,16755
KDL-ST,KORE DIGITAL,NSE,4291841,16765
SILVRETF,MIRAEAMC - MASILVER,NSE,4294913,16777
722GJ28-SG,SDL GJ 7.22% 2028,NSE,4295937,16781
734MH31-SG,SDL MH 7.34% 2031,NSE,4296193,16782
734HR31-SG,SDL HR 7.34% 2031,NSE,4296705,16784
735MH32-SG,SDL MH 7.35% 2032,NSE,4296961,16785
GET&D-BE,GE T&D INDIA,NSE,4297473,16787
792TCH25-N3,,NSE,4297985,16789
801TCH25-N4,,NSE,4298497,16791
735TN33-SG,SDL TN 7.35% 2033,NSE,4299777,16796
736GA33-SG,SDL GA 7.36% 2033,NSE,4300033,16797
ARCHIDPLY-BE,ARCHIDPLY IND.,NSE,4300545,16799
736HR33A-SG,SDL HR 7.36% 2033,NSE,4301057,16801
737NL33A-SG,SDL NL 7.37% 2033,NSE,4301313,16802
741UP34-SG,SDL UP 7.41% 2034,NSE,4301569,16803
741PN34-SG,SDL PN 7.41% 2034,NSE,4301825,16804
74MP34-SG,SDL MP 7.4% 2034,NSE,4302081,16805
739AP35-SG,SDL AP 7.39% 2035,NSE,4302337,16806
LOTUSEYE,LOTUS EYE HOSP & INST L,NSE,4302593,16807
736AP38-SG,SDL AP 7.36% 2038,NSE,4302849,16808
736TS41-SG,SDL TS 7.36% 2041,NSE,4303105,16809
735TN43-SG,SDL TN 7.35% 2043,NSE,4304385,16814
735TS45-SG,SDL TS 7.35% 2045,NSE,4304641,16815
QNIFTY,QUANTUM NIFTY 50 ETF,NSE,4305665,16819
VINYLINDIA,VINYL CHEMICALS (I),NSE,4306177,16821
IKIO,IKIO LIGHTING,NSE,4306433,16822
KOKUYOCMLN,KOKUYO CAMLIN,NSE,4307713,16827
82TCHF25-N5,,NSE,4309505,16834
83TCHF25-N6,,NSE,4310017,16836
801TCH28-N7,,NSE,4310529,16838
SINDHUTRAD,SINDHU TRADE LINKS,NSE,4315905,16859
73GS2053-GS,GOI LOAN  7.3% 2053,NSE,4317441,16865
LPDC-BE,LANDMARK PR.DEV.CO.LTD,NSE,4317953,16867
81TCHF28-N8,,NSE,4318721,16870
83TCHF28-N9,,NSE,4319233,16872
84TCHF28-NA,,NSE,4319745,16874
SPECTSTM-SM,SPECTRUM TALENT MGMT,NSE,4320257,16876
URBAN-SM,URBAN ENVIRO WASTE MGMT L,NSE,4323329,16888
TCHF30-NB,,NSE,4324865,16894
DPWIRES,D P WIRES,NSE,4326401,16900
TOUCHWOOD-BE,TOUCHWOOD ENTERTAIN,NSE,4328961,16910
ARTEMISMED,ARTEMIS MED SERVICE,NSE,4329729,16913
ZFCVINDIA,ZF COM VE CTR SYS IND,NSE,4330241,16915
20MICRONS,20 MICRONS,NSE,4331777,16921
74AP32-SG,SDL AP 7.4% 2032,NSE,4332289,16923
JOCIL,JOCIL,NSE,4333313,16927
739TN33A-SG,SDL TN 7.39% 2033,NSE,4333569,16928
736JK35-SG,SDL JK 7.36% 2035,NSE,4333825,16929
INDBANK,INDBANK MERCH BANK,NSE,4334849,16933
736MZ38-SG,SDL MZ 7.36% 2038,NSE,4335105,16934
735AP40-SG,SDL AP 7.35% 2040,NSE,4335361,16935
734TN43-SG,SDL TN 7.34% 2043,NSE,4336385,16939
ASHOKAMET,ASHOKA METCAST,NSE,4337409,16943
CELLPOINT-SM,CELL POINT (INDIA),NSE,4339201,16950
VILINBIO-SM,VILIN BIO MED,NSE,4340225,16954
ALKALI,ALKALI METALS,NSE,4341505,16959
AATMAJ-SM,AATMAJ HEALTHCARE,NSE,4342017,16961
738GJ30A-SG,SDL GJ 7.38% 2030,NSE,4345089,16973
74CG30-SG,SDL CG 7.4% 2030,NSE,4345345,16974
74MH31-SG,SDL MH 7.4% 2031,NSE,4345601,16975
742CG31-SG,SDL CG 7.42% 2031,NSE,4345857,16976
742ML32-SG,SDL ML 7.42% 2032,NSE,4346113,16977
74MH32-SG,SDL MH 7.4% 2032,NSE,4346369,16978
74HR33-SG,SDL HR 7.4% 2033,NSE,4346625,16979
745PN34-SG,SDL PN 7.45% 2034,NSE,4347137,16981
747GA38-SG,SDL GA 7.47% 2038,NSE,4347393,16982
743AP39-SG,SDL AP 7.43% 2039,NSE,4348673,16987
742AP41-SG,SDL AP 7.42% 2041,NSE,4348929,16988
COUNCODOS-BE,COUNTRY CONDO S,NSE,4349185,16989
742TN43-SG,SDL TN 7.42% 2043,NSE,4349953,16992
742AP43-SG,SDL AP 7.42% 2043,NSE,4350209,16993
74TS45-SG,SDL TS 7.4% 2045,NSE,4350465,16994
739RJ48-SG,SDL RJ 7.39% 2048,NSE,4350721,16995
739TS51-SG,SDL TS 7.39% 2051,NSE,4351233,16997
739KL52-SG,SDL KL 7.39% 2052,NSE,4351489,16998
TPHQ-BE,TEAMO PRODUCTIONS HQ,NSE,4352001,17000
739TN53-SG,SDL TN 7.39% 2053,NSE,4352769,17003
FELDVR-BE,FUTURE ENTERPRISES,NSE,4353537,17006
GENSOL,GENSOL ENGINEERING,NSE,4354561,17010
835IFL25-NV,,NSE,4356097,17016
IIFLZC25B-NW,,NSE,4356609,17018
MAWANASUG,MAWANA SUGARS,NSE,4357633,17022
85IFL26-NX,,NSE,4358145,17024
